athlete_id,name,dob,height_in,reach_in,stance
3902208,Gaetano Pirrello,1992-04-29,67.0,65.0,Orthodox
3902226,Jessica-Rose Clark,1987-11-28,65.0,64.5,Orthodox
3902948,Joe Merritt,1984-03-07,73.0,73.0,Orthodox
3903378,Said Nurmagomedov,1992-04-05,68.0,70.0,Orthodox
3903959,Andre Soukhamthath,1988-10-23,69.0,70.0,Orthodox
3904457,Chris de la Rocha,1979-05-15,75.0,80.3,Orthodox
3904497,Andrew Holbrook,1986-02-06,71.0,70.0,Southpaw
3908742,Geane Herrera,1990-05-27,65.0,66.0,Orthodox
3910104,Cortney Casey,1987-05-05,67.0,67.0,Orthodox
3912106,Sage Northcutt,1996-03-01,72.0,71.5,Orthodox
3913466,Jason Witt,1986-11-07,70.0,70.0,Orthodox
3913473,Phil Hawes,1989-01-08,72.0,77.5,Orthodox
3915502,Jamall Emmers,1989-07-24,70.0,74.0,Orthodox
3918015,Oluwale Bamgbose,1987-08-04,71.0,78.0,Switch
3918208,Cory Hendricks,1988-05-10,75.0,73.0,--
3922491,Ricky Simon,1992-08-31,66.0,69.0,Orthodox
3922557,Curtis Blaydes,1991-02-18,76.0,80.0,Orthodox
3923484,Megan Anderson,1990-02-11,72.0,72.0,Orthodox
3923486,Amanda Cooper,1991-10-22,63.0,64.0,Switch
3923488,Felicia Spencer,1990-11-29,66.0,68.0,Orthodox
3923647,Daniel Jolly,1984-09-03,73.0,75.0,Orthodox
3924096,Phil Rowe,1990-07-18,75.0,80.5,Orthodox
3924102,James Barnes,1982-05-28,68.0,71.0,Orthodox
3924442,Ashley Yoder,1987-10-20,67.0,69.5,Southpaw
3926497,Jose Flores,1988-03-17,72.0,73.0,Southpaw
3926500,Abdul Razak Alhassan,1985-08-11,70.0,73.0,Orthodox
3928533,Irwin Rivera,1989-02-14,66.0,67.0,Southpaw
3928690,Jonathan Martinez,1994-04-20,68.0,70.0,Southpaw
3928693,Ricky Turcios,1993-06-05,69.0,71.0,Orthodox
3931156,Grant Dawson,1994-02-20,70.0,72.0,Switch
3931158,Chance Rencountre,1986-12-31,74.0,75.0,Southpaw
3933168,Francis Ngannou,1986-09-05,76.0,82.0,Orthodox
3936279,Pedro Falcão,1992-07-30,66.0,66.0,Orthodox
3938715,Austin Springer,1987-05-12,68.0,71.0,Orthodox
3939270,Kamuela Kirk,1994-04-13,70.0,75.0,Switch
3943695,Kevin Holland,1992-11-05,75.0,81.0,Orthodox
3944372,Matthew Lopez,1987-01-21,67.0,69.0,Southpaw
3945573,Stephen Regman,1991-08-05,71.0,76.5,Orthodox
3945903,Ariel Beck,1990-09-16,66.0,66.0,Southpaw
3946951,Paul Craig,1987-11-27,75.0,76.0,Orthodox
3947005,Kyle Bochniak,1987-02-05,67.0,71.0,Orthodox
3947030,Eric Spicely,1986-09-29,73.0,73.0,Orthodox
3947116,Dinis Paiva,1988-05-26,69.0,71.0,Southpaw
3947131,Joey Gomez,1986-07-21,70.0,71.0,Orthodox
3948572,Merab Dvalishvili,1991-01-10,66.0,68.0,Orthodox
3948876,Alonzo Menifield,1987-10-18,72.0,76.0,Orthodox
3949547,Anton Zafir,1987-05-10,71.0,72.0,Orthodox
3949555,Lando Vannata,1992-03-14,69.0,71.0,Orthodox
3949584,Alexander Volkanovski,1988-09-29,66.0,71.5,Orthodox
3950354,Nathaniel Wood,1993-05-08,66.0,69.0,Orthodox
3951294,Enrique Marin,1986-09-02,70.0,74.0,--
3952410,Vernon Ramos,1992-06-03,69.0,72.0,Orthodox
3952411,Alvaro Herrera,1990-05-14,72.0,74.0,Orthodox
3952413,Polo Reyes,1984-11-07,71.0,71.0,Orthodox
3952890,Cesar Arzamendia,1991-01-31,71.0,71.0,Orthodox
3952937,Chase Sherman,1989-11-16,76.0,78.0,Orthodox
3952966,Horacio Gutierrez,1990-09-15,70.0,69.0,--
3953367,Dong Hyun Ma,1988-09-09,71.0,70.5,Orthodox
3953370,Humberto Bandenay,1994-09-04,71.0,71.5,Southpaw
3953379,Christian Aguilera,1991-11-25,69.0,72.0,Switch
3953381,Bryce Mitchell,1994-10-04,70.0,70.0,Southpaw
3955238,Shamil Gamzatov,1990-08-09,74.0,76.0,Orthodox
3955317,Jason Knight,1992-07-14,71.0,70.0,Orthodox
3955577,Julian Erosa,1989-07-31,73.0,74.5,Southpaw
3955778,Thiago Moisés,1995-03-23,69.0,70.5,Orthodox
3955820,Antonio Trocoli,1990-12-06,77.0,80.0,Orthodox
3956260,Ryan Hall,1985-02-22,70.0,70.5,Southpaw
3956295,Jingnan Xiong,1988-01-12,65.0,64.0,Switch
3956305,Chris Fishgold,1992-06-06,68.0,68.0,Orthodox
3957070,Leonardo Guimarães,1982-04-15,72.0,73.0,Orthodox
3957071,Giga Chikadze,1988-08-25,72.0,74.0,Orthodox
3957136,David Teymur,1989-05-01,69.0,73.0,Southpaw
3958094,Jarjis Danho,1983-10-15,75.0,74.5,Orthodox
3960071,Randy Brown,1990-07-08,75.0,78.0,Orthodox
3960072,Muin Gafurov,1996-05-17,67.0,68.0,Orthodox
3960082,Alex Nicholson,1990-05-02,76.0,78.0,Orthodox
3960340,Abubakar Vagaev,1993-04-14,72.0,73.0,Orthodox
3960440,Brandon Davis,1990-05-08,70.0,72.0,Orthodox
3960470,Mickey Gall,1992-01-22,74.0,74.0,Switch
3960472,Mike Jackson,1985-03-22,74.0,74.0,Orthodox
3960665,Sergey Morozov,1989-06-14,66.0,67.0,Orthodox
3960698,Danilo Belluardo,1994-07-21,72.0,74.5,Southpaw
3961293,Chris Gutierrez,1991-04-22,69.0,67.0,Orthodox
3961774,Manny Vazquez,1993-11-19,70.0,72.0,Orthodox
3962309,Jose Alday,1991-09-14,67.0,68.0,Orthodox
3962508,CM Punk,1978-10-26,73.0,73.0,Orthodox
3962563,Alessio Di Chirico,1989-12-12,72.0,74.0,Orthodox
3965432,Kelly Faszholz,1985-04-09,68.0,67.0,Orthodox
3965445,Thibault Gouti,1987-02-27,70.0,73.0,Orthodox
3968304,Cyril Asker,1985-12-24,72.0,74.0,Orthodox
3970873,Jeremiah Wells,1986-10-30,69.0,74.0,Switch
3971496,Devin Clark,1990-04-12,72.0,75.0,Orthodox
3971629,Dayana Silva,1990-08-17,67.0,68.5,Orthodox
3972432,Cristina Stanciu,1994-03-29,64.0,64.0,Orthodox
3972436,Filip Pejic,1992-07-21,71.0,70.0,Orthodox
3977987,Diana Belbita,1996-06-26,67.0,68.0,Orthodox
3977988,Alice Ardelean,1992-04-19,63.0,62.0,Orthodox
3983481,Shane Young,1993-07-31,68.0,72.5,Orthodox
3983543,Allen Crowder,1989-11-08,75.0,76.5,Orthodox
3988727,Adam Milstead,1987-07-03,75.0,76.0,Orthodox
3991049,Henrique da Silva,1989-09-01,76.0,76.5,Orthodox
3991050,Cameron Else,1987-04-27,69.0,71.0,Switch
3991894,Joe Gigliotti,1993-08-13,71.0,69.5,Orthodox
3994033,Ion Cutelaba,1993-12-14,73.0,75.0,Southpaw
3995914,Anna Elmose,1984-10-06,63.0,65.0,Orthodox
3995922,Mara Romero Borella,1986-06-03,66.0,69.0,Orthodox
3996934,Darko Stošić,1992-02-09,72.0,76.0,Orthodox
3997030,Dmitrii Smoliakov,1982-08-05,74.0,74.0,Switch
3997109,Justin Ledet,1988-09-28,76.0,80.0,Orthodox
3998068,Marcin Prachnio,1988-07-14,75.0,73.0,Orthodox
3998248,Adrian Yañez,1993-11-29,67.0,70.0,Orthodox
3999124,Aleksei Kunchenko,1984-05-02,68.0,72.0,Orthodox
4000033,Justin Willis,1987-07-19,73.0,79.0,Southpaw
4001827,Junior Albini,1991-03-15,75.0,74.0,Orthodox
4001837,Rizvan Kuniev,1992-03-10,76.0,76.0,Orthodox
4001846,Emil Meek,1988-08-20,71.0,74.5,Switch
4001851,Marvin Vettori,1993-09-20,72.0,74.0,Southpaw
4008506,Braxton Smith,1990-01-01,71.0,72.0,Orthodox
4008509,Peter Petties,1990-12-20,71.0,72.0,Southpaw
4008549,Paddy Pimblett,1995-01-03,70.0,73.0,Orthodox
4010677,Luan Chagas,1993-06-17,72.0,75.0,Orthodox
4010740,Andre Fialho,1994-04-07,72.0,74.0,Orthodox
4010864,Miles Johns,1994-03-30,67.0,68.0,Orthodox
4010873,Ty Flores,1993-12-22,75.0,73.0,Switch
4010976,Tom Aspinall,1993-04-11,77.0,78.0,Orthodox
4011299,Josh Emmett,1985-03-04,66.0,70.0,Orthodox
4012408,Trevin Jones,1990-08-04,67.0,70.0,Southpaw
4012999,Michal Oleksiejczuk,1995-02-22,72.0,74.0,Southpaw
4013049,Carlos Candelario,1991-06-04,68.0,68.0,Southpaw
4013774,James Mulheron,1988-02-20,70.0,73.0,Orthodox
4013988,Shelton Graves,1985-10-23,74.0,76.0,Southpaw
4016050,Maki Pitolo,1990-11-24,70.0,75.0,Orthodox
4018757,Alexander Hernandez,1992-10-01,69.0,72.0,Orthodox
4020435,Tatiana Suarez,1990-12-19,65.0,66.0,Southpaw
4020699,Shavkat Rakhmonov,1994-10-23,73.0,77.0,Orthodox
4020801,Austin Arnett,1991-10-22,72.0,72.0,Orthodox
4021216,Oron Kahlon,1984-11-04,68.0,70.0,Orthodox
4021217,Mackenzie Dern,1993-03-24,64.0,63.0,Orthodox
4021523,Devin Powell,1988-03-01,72.0,73.0,Orthodox
4021651,Jessin Ayari,1992-05-31,72.0,73.5,Orthodox
4021934,Gregor Gillespie,1986-11-13,67.0,71.0,Orthodox
4022217,Jonathan Meunier,1987-08-04,75.0,75.0,Switch
4022255,Chris Avila,1993-01-16,67.0,72.0,Orthodox
4024479,Roberto Sanchez,1986-03-05,66.0,66.5,Orthodox
4024488,Brogan Walker,1988-08-02,64.0,67.0,Switch
4024714,Joaquin Buckley,1994-04-27,70.0,76.0,Southpaw
4024732,Trevin Giles,1992-08-06,72.0,74.0,Orthodox
4025699,Brendan Allen,1995-12-28,74.0,75.0,Orthodox
4026490,Katlyn Cerminara,1988-12-28,69.0,68.0,Orthodox
4027695,Melinda Fabian,1987-06-25,66.0,66.5,--
4028627,Khalil Rountree Jr.,1990-02-26,73.0,76.5,Southpaw
4028629,Cameron Olson,1989-11-22,73.0,,Orthodox
4029275,Movsar Evloev,1994-02-11,67.0,72.5,Orthodox
4029284,Dequan Townsend,1986-05-11,75.0,79.0,Orthodox
4030197,Casey Kenney,1991-03-20,67.0,68.0,Southpaw
4030352,Zach Zane,1989-12-14,70.0,69.0,Southpaw
4030631,Gisele Moreira,1981-01-14,66.0,,Orthodox
4030644,Marcelo Rojo,1988-07-02,68.0,71.0,Orthodox
4032401,Kron Gracie,1988-07-11,69.0,70.0,Southpaw
4033337,Felipe Silva,1984-08-05,72.0,77.0,Orthodox
4033520,Teddy Ash,1989-12-27,73.0,73.0,Switch
4034272,Emily Ducote,1994-01-01,62.0,63.5,Orthodox
4034282,Emily Whitmire,1991-05-24,65.0,63.5,Orthodox
4034830,Jeremy Kennedy,1992-09-16,71.0,71.0,Orthodox
4036094,Jarred Brooks,1993-05-02,63.0,62.0,Switch
4036096,Jaime Alvarez,1988-03-08,68.0,,Orthodox
4037323,Danielle Taylor,1989-10-25,60.0,62.0,Orthodox
4037324,Jamie Colleen Miller,1985-11-02,62.0,65.0,Orthodox
4038065,Jose Torres,1992-08-02,64.0,65.0,Orthodox
4038105,Preston Parsons,1995-07-15,71.0,71.0,Orthodox
4038110,Mike Perry,1991-09-15,70.0,71.0,Orthodox
4038116,Ignacio Bahamondes,1997-08-27,75.0,75.0,Orthodox
4038127,Martin Day,1988-11-10,70.0,73.5,Orthodox
4039865,Ketlen Vieira,1991-08-26,68.0,68.0,Orthodox
4039866,Jaimelene Nievera,1984-10-28,65.0,,Orthodox
4039957,Estefani Almeida,1988-10-17,64.0,,Orthodox
4040197,Lucie Pudilova,1994-06-13,68.0,67.5,Orthodox
4040925,Sidney Outlaw,1992-04-11,69.0,76.0,Orthodox
4040926,Chepe Mariscal,1992-10-27,67.0,69.0,Orthodox
4040956,Jordan Williams,1990-10-13,73.0,75.5,Southpaw
4043437,Aalon Cruz,1989-09-20,72.0,78.0,Switch
4044058,Mark De La Rosa,1994-08-31,66.0,65.0,Orthodox
4044409,Brok Weaver,1991-12-05,72.0,73.0,Southpaw
4044703,Albert Morales,1991-05-25,69.0,72.0,Orthodox
4044708,Veronica Hardy,1995-10-30,64.0,64.0,Southpaw
4045133,Karine Gevorgyan,1989-03-09,64.0,63.0,--
4045420,Aliaskhab Khizriev,1990-08-24,69.0,74.0,Southpaw
4046059,Cody Stamann,1989-11-09,66.0,64.5,Orthodox
4046338,Charlie Ward,1980-12-17,71.0,75.0,Orthodox
4046608,Daichi Abe,1991-11-27,71.0,71.0,Orthodox
4046629,Montana De La Rosa,1995-02-14,67.0,69.0,Orthodox
4047571,Bailey Schoenfelder,1997-09-22,75.0,76.0,Orthodox
4049391,Josh Hokit,1997-11-12,73.0,73.5,Orthodox
4050996,Torrez Finney,1998-10-24,68.0,75.0,Orthodox
4054605,Natalia Silva,1997-02-03,64.0,65.0,Southpaw
4054622,Jordan Espinosa,1989-11-08,66.0,69.0,Orthodox
4056004,Marc Diakiese,1993-03-16,70.0,73.0,Orthodox
4058117,Jenel Lausa,1988-08-01,65.0,68.5,Orthodox
4058830,Anthony Ivy,1990-01-23,74.0,74.0,Orthodox
4062284,Tim Caron,1987-07-24,73.0,75.0,Orthodox
4062287,Jay Perrin,1993-06-15,67.0,67.0,Switch
4062290,Justin Sumter,1989-11-10,74.0,80.0,Southpaw
4063667,TJ Brown,1990-05-22,69.0,72.0,Switch
4063786,Mandel Nallo,1989-07-26,72.0,75.0,Orthodox
4063869,John Castaneda,1991-12-18,66.0,71.0,Switch
4064692,Askar Askarov,1992-10-09,66.0,67.0,Orthodox
4064714,Alexander Poppeck,1992-04-06,74.0,75.0,Orthodox
4064854,Darren Stewart,1990-12-30,72.0,74.0,Orthodox
4064883,Jamie Mullarkey,1994-08-17,72.0,74.0,Orthodox
4064994,Poliana Botelho,1988-12-15,68.0,67.0,Orthodox
4064997,Viviane Pereira,1993-08-28,60.0,63.0,Orthodox
4064999,Silvana Gomez Juarez,1984-12-06,63.0,65.0,Orthodox
4065006,Tyrell Fortune,1990-07-04,74.0,75.0,Orthodox
4065047,Sean Lally,1990-11-04,72.0,74.5,Orthodox
4065597,Stephanie Egger,1988-08-12,66.0,68.0,Orthodox
4065598,Miranda Maverick,1997-07-01,63.0,65.5,Southpaw
4065617,Shanna Young,1991-02-20,67.0,67.0,Orthodox
4065618,Nicco Montano,1988-12-16,65.0,65.0,Southpaw
4065639,Wu Yanan,1996-04-18,68.0,66.0,Orthodox
4066141,Manny Bermudez,1994-07-16,70.0,71.5,Orthodox
4068998,Salim Touahri,1989-09-28,70.0,72.0,Orthodox
4070161,Jordan Johnson,1988-11-18,73.0,79.0,Orthodox
4070700,Martin Bravo,1993-09-21,68.0,71.5,Southpaw
4070701,Claudio Puelles,1996-04-21,70.0,72.0,Southpaw
4070902,Alex Gilpin,1992-03-26,67.0,,Orthodox
4071380,Kwan Ho Kwak,1989-06-18,65.0,70.0,Switch
4071969,Tyson Pedro,1991-09-17,75.0,79.0,Orthodox
4073937,Ronaldo Candido de Oliveira,1989-04-24,66.0,,Southpaw
4074001,Dan Ige,1991-08-06,67.0,71.0,Orthodox
4076470,Shane Burgos,1991-03-19,71.0,75.5,Orthodox
4076472,Bill Algeo,1989-06-09,72.0,73.0,Switch
4076788,Saparbeg Safarov,1986-10-14,73.0,78.0,Orthodox
4077001,Dmitry Sosnovskiy,1989-07-06,75.0,77.0,Orthodox
4077451,Niko Price,1989-09-29,72.0,76.0,Orthodox
4077475,Julian Marquez,1990-05-08,74.0,72.0,Orthodox
4078218,Zarah Fairn,1983-12-10,68.0,72.0,Orthodox
4078243,Rhys McKee,1995-09-10,74.0,78.0,Orthodox
4078246,Jai Herbert,1988-05-13,73.0,77.0,Orthodox
4078674,Kanako Murata,1993-08-10,61.0,62.0,Orthodox
4079149,Aiemann Zahabi,1987-11-19,68.0,68.5,Orthodox
4079314,Aleksandar Rakic,1992-02-06,76.0,78.0,Orthodox
4079621,Drakkar Klose,1988-03-09,69.0,70.0,Orthodox
4079687,Bobby Nash,1990-03-26,72.0,74.0,Orthodox
4079844,Angelo Trevino,1993-06-10,70.0,,Switch
4080406,Leah Letson,1992-08-21,67.0,71.0,--
4080575,Kali Robbins,1984-07-05,63.0,63.5,Orthodox
4080826,Paulo Costa,1991-04-21,73.0,72.0,Orthodox
4081024,Matt Frevola,1990-06-11,69.0,71.0,Orthodox
4081147,Bruno Assis,1992-05-23,74.0,78.0,Orthodox
4081475,Gavin Tucker,1986-06-17,66.0,66.0,Southpaw
4081550,Mike Rodriguez,1988-11-28,76.0,82.5,Southpaw
4081555,Chris Birchler,1987-06-05,75.0,,Switch
4082018,Alfred Khashakyan,1988-07-17,68.0,70.0,Orthodox
4082113,Gina Mazany,1988-08-19,66.0,68.0,Southpaw
4082117,Cee Jay Hamilton,1986-10-07,66.0,72.0,Switch
4082125,Eryk Anders,1987-04-21,73.0,75.0,Southpaw
4082400,Vadym Kutsyi,1991-07-18,72.0,71.0,Orthodox
4083018,Farés Ziam,1997-03-21,73.0,75.0,Orthodox
4084364,Oskar Piechota,1990-01-24,72.0,76.0,Southpaw
4084453,Tony Gravely,1991-09-28,65.0,69.0,Orthodox
4085155,Cynthia Calvillo,1987-07-13,64.0,64.0,Orthodox
4085967,Pat Sabatini,1990-11-09,68.0,70.0,Orthodox
4088505,Daniel Spitz,1990-07-31,79.0,82.0,Orthodox
4089026,Gillian Robertson,1995-05-17,65.0,63.0,Orthodox
4095179,Kenneth Bergh,1989-06-26,74.0,76.0,Orthodox
4141265,Mallory Martin,1994-01-29,64.0,63.0,Orthodox
4189320,Deiveson Figueiredo,1987-12-18,65.0,68.0,Orthodox
4193694,Ludovit Klein,1995-02-22,67.0,72.5,Southpaw
4193828,Jacob Silva,1988-02-23,65.0,67.0,Orthodox
4195518,Istela Nunes,1992-07-23,64.0,66.0,Orthodox
4198990,Ashkan Mokhtarian,1985-09-15,66.0,67.0,Southpaw
4199009,Aaron Pico,1996-09-23,68.0,70.5,Orthodox
4200455,Molly McCann,1990-05-04,64.0,62.0,Orthodox
4202873,Ian Heinisch,1988-08-05,71.0,72.0,Orthodox
4204320,Juan Puerta,1988-01-20,69.0,71.0,Southpaw
4204437,Carls John de Tomas,1996-08-28,67.0,71.5,Southpaw
4204438,Naoki Inoue,1997-06-14,68.0,71.0,Orthodox
4205093,Sean O'Malley,1994-10-24,71.0,72.0,Switch
4205213,Danilo Marques,1985-12-26,76.0,77.0,Orthodox
4213329,Alexander Morgan,1991-05-14,70.0,71.0,Orthodox
4215200,Wang Cong,1992-05-15,66.0,65.5,Southpaw
4215563,Damir Ismagulov,1991-02-03,70.0,74.0,Orthodox
4217382,Dalcha Lungiambula,1987-07-31,68.0,76.0,Orthodox
4217395,Sergei Pavlovich,1992-05-13,75.0,84.0,Southpaw
4217396,Askar Mozharov,1994-10-26,75.0,74.0,Orthodox
4217612,Niklas Stolze,1992-12-28,72.0,75.0,Switch
4217815,Galore Bofando,1982-05-22,71.0,72.0,Switch
4218124,Kolton Englund,1993-07-09,70.0,69.0,Orthodox
4218576,Khusein Askhabov,1995-02-13,68.0,69.0,Orthodox
4219673,Nadia Kassem,1995-11-15,65.0,66.0,Southpaw
4220827,Oliver Enkamp,1991-10-08,72.0,76.5,Switch
4221609,Alex Reyes,1986-10-02,71.0,73.0,Orthodox
4221863,Amanda Ribas,1993-08-26,63.0,66.0,Orthodox
4222369,Jerome Rivera,1995-04-22,70.0,72.0,Southpaw
4226626,Guram Kutateladze,1992-01-08,71.0,72.0,Orthodox
4227055,Polyana Viana,1992-06-14,65.0,67.0,Orthodox
4227122,Julio Arce,1989-10-27,67.0,70.0,Southpaw
4227123,Mark Cherico,,68.0,69.5,Orthodox
4227265,Azamat Murzakanov,1989-04-12,70.0,71.5,Southpaw
4227318,Ariane Lipski da Silva,1994-01-26,66.0,67.0,Orthodox
4227709,Jared Vanderaa,1992-05-12,76.0,80.0,Orthodox
4229232,Chanmi Jeon,1997-08-28,65.0,67.0,Orthodox
4230824,Arjan Bhullar,1986-05-13,73.0,75.5,Orthodox
4231391,Ronnie Lawrence,1992-06-13,68.0,68.5,Switch
4232775,Tanner Boser,1991-08-02,74.0,75.5,Orthodox
4232927,Tiffany Masters,,62.0,65.0,Orthodox
4233039,Dominick Reyes,1989-12-26,76.0,77.0,Southpaw
4233196,Amanda Lemos,1987-05-22,64.0,65.0,Southpaw
4234510,Shawn Teed,1992-02-13,77.0,,Orthodox
4234751,Lucrezia Ria,1992-06-24,69.0,67.0,Orthodox
4236124,James Bochnovic,1989-02-13,76.0,81.0,Orthodox
4236496,Daniel Barez,1988-12-10,66.0,66.0,Orthodox
4236504,Manel Kape,1993-11-14,65.0,68.0,Southpaw
4236939,Nick Roehrick,1987-07-06,74.0,75.0,Orthodox
4236954,Karl Roberson,1990-10-04,73.0,74.0,Southpaw
4236955,Luis Gomez,1995-01-28,67.0,69.5,Orthodox
4236956,Kyle Stewart,1989-01-31,69.0,76.0,Orthodox
4237013,James Gray,1987-10-25,69.0,,Orthodox
4237014,Cheyden Leialoha,1994-03-15,68.0,73.0,Orthodox
4237015,Kyler Phillips,1995-06-12,68.0,72.0,Orthodox
4237147,Danny Henry,1988-07-17,72.0,73.0,Orthodox
4237148,Jamie Pickett,1988-08-29,74.0,80.0,Orthodox
4237238,Daniel Teymur,1988-02-03,65.0,69.0,Orthodox
4237605,Michael Cora,1989-08-24,,77.0,Southpaw
4237606,Jeff Hughes,1988-05-17,74.0,77.0,Orthodox
4237930,Taylor Moore,1993-10-16,70.0,70.0,Southpaw
4238229,Joseph Morales,1994-08-22,66.0,68.0,Switch
4239077,Gokhan Saki,1983-10-19,72.0,73.0,Orthodox
4239078,Syuri Kondo,1989-02-08,64.0,66.0,Orthodox
4239113,Nicolle Caliari,1996-11-04,63.0,62.0,Orthodox
4239492,Ricky Palacios,1987-07-05,66.0,,Orthodox
4239738,Fernando Padilla,1996-12-15,73.0,76.0,Orthodox
4239743,Jacob Rosales,1995-07-28,71.0,74.0,Orthodox
4239928,Brandon Royval,1992-08-16,69.0,68.0,Southpaw
4241041,Zabit Magomedsharipov,1991-03-01,73.0,73.0,Orthodox
4243343,Max Mustaki,1987-11-07,72.0,,Orthodox
4243624,Tracy Cortez,1993-12-10,65.0,65.5,Orthodox
4243873,Jesus Pinedo,1996-06-22,72.0,74.0,Southpaw
4243885,Kai Kara-France,1993-03-26,64.0,69.0,Orthodox
4244337,Kaytlin Neil,1992-01-07,68.0,69.0,--
4245091,Everett Sims,1988-09-04,72.0,77.5,Southpaw
4245092,Jonathan Pearce,1992-05-01,72.0,71.0,Switch
4245094,Kennedy Nzechukwu,1992-06-13,77.0,83.0,Southpaw
4245470,Michael Imperato,1989-09-01,67.0,66.5,Switch
4245681,Karl Reed,,77.0,78.0,Orthodox
4246212,Markus Perez,1988-06-22,73.0,73.0,Orthodox
4246307,Maycee Barber,1998-05-18,65.0,65.0,Switch
4246527,Kyle Driscoll,1994-09-23,71.0,74.0,Orthodox
4246820,Nohelin Hernandez,1994-03-01,70.0,71.0,Orthodox
4248475,Julius Anglickas,1991-07-23,75.0,77.0,Orthodox
4249028,Rob Wilkinson,1992-02-22,75.0,80.0,Orthodox
4249184,Benito Lopez,1994-04-06,70.0,73.0,Switch
4249185,JP Buys,1996-04-30,65.0,67.0,Orthodox
4249191,Elias Urbina,1993-10-09,75.0,77.0,Southpaw
4249192,Bevon Lewis,1991-05-05,75.0,79.0,Orthodox
4249193,Don'Tale Mayes,1992-01-16,78.0,81.0,Orthodox
4251462,Journey Newson,1989-03-07,65.0,67.5,Orthodox
4251497,Harry Hunsucker,1989-01-03,74.0,75.0,Orthodox
4251918,Mads Burnell,1994-03-06,68.0,68.0,Orthodox
4252253,Al Matavao,1994-02-23,68.0,67.5,Orthodox
4252258,Victor Martinez,1991-07-17,68.0,70.0,Orthodox
4252349,Rico DiSciullo,1986-10-12,69.0,74.0,Orthodox
4255574,Aaron Jeffery,1992-11-14,74.0,73.0,Orthodox
4255766,William Knight,1988-04-03,70.0,73.0,Orthodox
4256214,Lauren Mueller,1991-11-15,65.0,67.0,Orthodox
4257388,Talita Bernardo,1987-03-04,64.0,68.0,Orthodox
4257695,Carlos Felipe,1995-01-12,72.0,75.0,Orthodox
4265846,Sabina Mazo,1997-03-25,67.0,70.0,Orthodox
4273352,Marcelo Golm,1992-09-15,75.0,75.0,Orthodox
4273399,Magomed Ankalaev,1992-06-02,75.0,75.0,Orthodox
4275020,Yaroslav Amosov,1993-09-09,72.0,75.0,Orthodox
4275043,JunYong Park,1991-02-27,70.0,73.0,Orthodox
4275487,Yan Xiaonan,1989-06-16,65.0,63.0,Orthodox
4276646,Saygid Izagakhmaev,1994-09-03,73.0,74.0,Orthodox
4276994,Josh Parisian,1989-06-28,76.0,79.0,Orthodox
4277049,Priscila Cachoeira,1988-08-19,67.0,65.0,Orthodox
4277795,Nasrat Haqparast,1995-08-22,70.0,72.0,Southpaw
4279621,Modestas Bukauskas,1994-02-10,75.0,76.0,Switch
4280789,Rogerio Bontorin,1992-04-25,65.0,67.0,Orthodox
4283575,Khalid Taha,1992-02-15,65.0,69.0,Orthodox
4284270,Brandon Jenkins,1991-09-30,72.0,71.0,Switch
4284870,Song Kenan,1990-03-10,72.0,71.5,Orthodox
4284876,Liu Pingyuan,1993-02-13,66.0,72.0,Orthodox
4284909,Bharat Kandare,1987-06-20,67.0,72.0,Orthodox
4285679,Israel Adesanya,1989-07-22,76.0,80.0,Switch
4286781,Shang Zhifa,1986-03-15,67.0,63.0,Orthodox
4287236,Hu Yaozong,1995-04-07,75.0,72.0,Orthodox
4287764,Shana Dobson,1989-03-30,66.0,69.0,Orthodox
4289255,Hannah Goldy,1992-05-18,64.0,61.0,Orthodox
4289274,Sodiq Yusuff,1993-05-19,69.0,71.0,Orthodox
4289516,Virna Jandiroba,1988-05-30,63.0,64.0,Orthodox
4289517,Kay Hansen,1999-08-14,62.0,63.0,Orthodox
4289873,Sergey Khandozhko,1992-05-19,73.0,74.0,Orthodox
4290344,Austin Vanderford,1990-03-21,71.0,74.0,Orthodox
4290956,Anthony Hernandez,1993-10-18,72.0,75.0,Orthodox
4292347,Loma Lookboonmee,1996-01-18,61.0,61.0,Orthodox
4292349,Karol Rosa,1994-12-30,65.0,67.5,Orthodox
4292650,Juan Adams,1992-01-16,77.0,80.0,Orthodox
4292760,Puja Tomar,1993-12-05,64.0,59.0,Southpaw
4293183,Victor Hugo,1992-11-22,67.0,71.5,Orthodox
4293517,Petr Yan,1993-02-11,67.0,67.0,Switch
4293896,Chase Gibson,1990-02-07,70.0,72.0,Orthodox
4294263,Khalid Murtazaliev,1993-07-15,72.0,72.5,Orthodox
4294278,Joe Lowry,1989-12-12,71.0,73.0,Orthodox
4294378,Trey Ogden,1989-11-14,71.0,72.0,Orthodox
4294504,Cory Sandhagen,1992-04-20,71.0,70.0,Switch
4294510,Austin Tweedy,1990-09-25,68.0,,Orthodox
4294832,Carlos Prates,1993-08-17,73.0,78.0,Switch
4294871,Nariman Abbasov,1994-02-01,68.0,66.0,Orthodox
4294918,Michael Trizano,1991-12-31,71.0,71.0,Orthodox
4294924,Tagir Ulanbekov,1991-08-07,67.0,70.0,Southpaw
4294926,Asu Almabayev,1994-01-25,64.0,65.0,Orthodox
4295192,Sean Brady,1992-11-23,70.0,72.0,Orthodox
4295666,Rami Hamed,1991-04-25,73.0,71.0,Orthodox
4295833,Liana Jojua,1995-03-22,64.0,62.0,Orthodox
4295932,Liang Na,1996-07-27,65.0,67.0,Orthodox
